import time: self [us] | cumulative | imported package
import time:     12365 |      33556 |       google.genai.batches
import time:      6990 |       6990 |       google.genai.caches
import time:     20958 |      20958 |         google.genai.models
import time:     12062 |      33020 |       google.genai.chats
import time:     51774 |      51774 |         google.genai.documents
import time:     18354 |      70128 |       google.genai.file_search_stores
import time:      3867 |       3867 |       google.genai.files
import time:      4193 |       4193 |         google.genai._live_converters
import time:      9969 |       9969 |         google.genai.live_music
import time:       483 |        483 |         mcp
import time:     21645 |      36289 |       google.genai.live
import time:     15134 |      15134 |       google.genai.operations
import time:      3098 |       3098 |         google.genai._tokens_converters
import time:     11683 |      14780 |       google.genai.tokens
import time:      5126 |       5126 |       google.genai.tunings
import time:      1629 |       1629 |           google.genai._interactions._resource
import time:      4618 |       6247 |         google.genai._interactions.resources.webhooks
import time:      7938 |       7938 |         google.genai._interactions.resources.interactions
import time:      4493 |      18677 |       google.genai._interactions.resources
import time:     20902 |     706034 |     google.genai.client
import time:      1544 |    7143342 |   google.genai
import time:      3903 |       3903 |   robot_comic.prompts
import time:      5690 |       5690 |       robot_comic.history_trim
import time:      6395 |       6395 |       robot_comic.joke_history
import time:      4786 |       4786 |           pydantic._internal._dataclasses
import time:      3294 |       8080 |         pydantic.dataclasses
import time:     91643 |      99723 |       robot_comic.tools.background_tool_manager
import time:      2777 |     114584 |     robot_comic.llama_base
import time:     25993 |      25993 |     robot_comic.chatterbox_tag_translator
import time:      2195 |       2195 |             scipy.signal._sigtools
import time:     11205 |      11205 |                 scipy._lib.doccer
import time:       685 |        685 |                     uarray
import time:      4871 |       4871 |                         scipy._lib._uarray._uarray
import time:      5468 |      10339 |                       scipy._lib._uarray._backend
import time:      1320 |      11659 |                     scipy._lib._uarray
import time:      4625 |      16968 |                   scipy._lib.uarray
import time:    125867 |     142834 |                 scipy.fft._basic
import time:     80296 |      80296 |                 scipy.fft._realtransforms
import time:      9217 |       9217 |                   scipy.fft._fftlog_backend
import time:     39036 |      48252 |                 scipy.fft._fftlog
import time:     13189 |      13189 |                       scipy.fft._pocketfft.pypocketfft
import time:      2787 |       2787 |                       scipy.fft._pocketfft.helper
import time:      2223 |      18199 |                     scipy.fft._pocketfft.basic
import time:      9956 |       9956 |                     scipy.fft._pocketfft.realtransforms
import time:      6132 |      34285 |                   scipy.fft._pocketfft
import time:     30419 |      64703 |                 scipy.fft._helper
import time:      1735 |       1735 |                   scipy.fft._basic_backend
import time:      1082 |       1082 |                   scipy.fft._realtransforms_backend
import time:     16600 |      19417 |                 scipy.fft._backend
import time:    189195 |     555899 |               scipy.signal.windows._windows
import time:      3774 |       3774 |               scipy.signal.windows.windows
import time:      1288 |     560961 |             scipy.signal.windows
import time:      1244 |       1244 |             scipy.signal._waveforms
import time:     15592 |      15592 |               scipy.signal._max_len_seq_inner
import time:      5460 |      21051 |             scipy.signal._max_len_seq
import time:      3836 |       3836 |               scipy.signal._upfirdn_apply
import time:      2118 |       5954 |             scipy.signal._upfirdn
import time:      3144 |       3144 |             scipy.signal._spline
import time:     23685 |      23685 |                 timeit
import time:      1566 |       1566 |                           scipy.interpolate._fitpack
import time:      7450 |       7450 |                           scipy.interpolate._dfitpack
